,TMDBID,language,keyword1,keyword2,keyword3,art1,art2,sound1,sound2,producer1,producer2,producer3
8823,42297.0,en,musical,los angeles,burlesque,NA,NA,NA,NA,NA,NA,NA
8824,51739.0,ja,japan,based on book,little people,NA,NA,C?cile Corbel,NA,Toshio Suzuki,NA,NA
8825,46838.0,en,cabin,chainsaw,hillbilly,NA,NA,Mike Shields,NA,Morgan Jurgenson,Albert Klychak,Rosanne Milliken
8826,41515.0,en,picnic,sandwich,bear,NA,NA,NA,NA,NA,NA,NA
8827,21136.0,ja,fantasy,NA,NA,NA,NA,NA,NA,NA,NA,NA
8828,31850.0,en,gangster,south korea,loan shark,NA,NA,NA,NA,NA,NA,NA
8829,35392.0,en,japan,world war ii,NA,NA,NA,NA,NA,NA,NA,NA
8830,15302.0,en,film making,film history,pixar animated,NA,NA,NA,NA,NA,NA,NA
8831,31694.0,en,dry humour,seattle washington,NA,NA,NA,Mark Isham,NA,NA,NA,NA
8832,46138.0,en,machinist,aftercreditsstinger,duringcreditsstinger,Andrew McAlpine,NA,David Arnold,NA,Elizabeth Karlsen,Stephen Woolley,Tim Haslam
8833,23830.0,en,machinist,aftercreditsstinger,duringcreditsstinger,Andrew McAlpine,NA,David Arnold,NA,Elizabeth Karlsen,Stephen Woolley,Tim Haslam
8834,40805.0,en,machinist,aftercreditsstinger,duringcreditsstinger,Andrew McAlpine,NA,David Arnold,NA,Elizabeth Karlsen,Stephen Woolley,Tim Haslam
8835,49009.0,en,escape,india,gulag,John Stoddart,Kes Bonnet,Jenny T. Ward,Tony Murtagh,Joni Levin,Nigel Sinclair,Duncan Henderson
8836,46528.0,en,assassin,small town,revenge,Dan Hennah,NA,Javier Navarrete,NA,Lee Joo-Ick,Barrie M. Osborne,Michael Peyser
8837,51933.0,en,woman director,indie,NA,NA,NA,NA,NA,NA,NA,NA
8838,43209.0,th,martial arts,duringcreditsstinger,alternative history,NA,NA,NA,NA,Tony Jaa,Somsak Techaratanaprasert,NA
8839,23047.0,en,inquisition,monk,ambush,Uli Hanisch,NA,Atli ?rvarsson,NA,Alex Gartner,Charles Roven,Steve Alexander
8840,198391.0,en,stand-up,stand up comedy,NA,NA,NA,NA,NA,NA,NA,NA
8841,45284.0,ja,restaurant,evidence,hand grenade,NA,NA,NA,NA,NA,NA,NA
8842,62570.0,fr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8843,63892.0,fr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8844,75363.0,en,u boat,british fleet,NA,Vincent Korda,Frederick Pusey,A.W. Watkins,Mikl?s R?zsa,Irving Asher,NA,NA
8845,49849.0,en,robbery,sheriff,arizona,Scott Chambliss,Christopher Burian-Mohr,Frank E. Eulner,David Farmer,Noelle Green,Rene Haynes,Damon Lindelof
8846,44000.0,en,troglodyte,NA,NA,Geoffrey Tozer,NA,John Scott,NA,Herman Cohen,Harry Woolveridge,Maude Spector
8847,35052.0,en,england,based on novel,nightmare,Jenny Oman,Ben Scott,Javier Navarrete,Ray Cross,Rosalie Swedlin,Kwesi Dickson,Andrew Lowe
8848,40619.0,en,england,based on novel,nightmare,Jenny Oman,Ben Scott,Javier Navarrete,Ray Cross,Rosalie Swedlin,Kwesi Dickson,Andrew Lowe
8849,44564.0,en,england,based on novel,nightmare,Jenny Oman,Ben Scott,Javier Navarrete,Ray Cross,Rosalie Swedlin,Kwesi Dickson,Andrew Lowe
8850,112284.0,en,washington d.c.,innkeeper,romance,Cedric Gibbons,Henry Grace,Herbert Stothart,NA,Clarence Brown,Joseph L. Mankiewicz,NA
8851,63578.0,en,reference to dustin hoffman,reference to james bond,indie,NA,NA,NA,NA,Andrew Eaton,Melissa Parmenter,Anthony Wilcox
8852,48471.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8853,47909.0,en,poetry,bridge,teenage rape,Jeom-hui Sihm,NA,NA,NA,Sung-min Choi,Lee Dong-jun,Tae-soon Youm
8854,31903.0,en,blackmail,iceberg,divorce,Alexander Toluboff,NA,Alfred Newman,NA,Walter Wanger,NA,NA
8855,45202.0,en,adultery,eroticism,NA,NA,NA,NA,NA,NA,NA,NA
8856,22985.0,en,suspense,thriller,on the run,NA,NA,NA,NA,NA,NA,NA
8857,51876.0,en,fictional place,politician,stalking,Patrizia von Brandenstein,Diane Lederman,Paul Leonard-Morgan,NA,Bradley Cooper,Ricardo Del R?o,Leslie Dixon
8858,89704.0,en,ice,russia,wilderness,NA,NA,Klaus Badelt,NA,NA,NA,NA
8859,52461.0,en,stand up comedy,one woman show,NA,NA,NA,NA,NA,NA,NA,NA
8860,22843.0,ja,NA,NA,NA,Hiroshi Kato,NA,Shir? Sagisu,NA,NA,NA,NA
8861,43947.0,en,rape,fondling,revenge,NA,NA,Corey A. Jackson,NA,Lisa M. Hansen,Paul Hertzberg,Meir Zarchi
8862,42411.0,en,film noir,NA,NA,NA,NA,NA,NA,NA,NA,NA
8863,53596.0,fr,film noir,NA,NA,NA,NA,NA,NA,NA,NA,NA
8864,54293.0,fr,film noir,NA,NA,NA,NA,NA,NA,NA,NA,NA
8865,114083.0,en,lawyer,attorney,courtroom,NA,NA,NA,NA,Charles Schnee,NA,NA
8866,12536.0,en,fight,father,house,Leslie Binns,Lisa Hart,Teddy Castellucci,Richard A. Harrison,Lisa Demberg,Mitch Engel,David Madden
8867,41630.0,en,alcohol,waitress,cemetery,NA,NA,NA,NA,NA,NA,NA
8868,36939.0,en,money,ensemble cast,indie,NA,NA,NA,NA,NA,NA,NA
8869,50348.0,en,judge,arrest,jury,Charisse Cardenas,Nancy Nye,Cliff Martinez,Craig Dollinger,Sidney Kimmel,Gary Lucchesi,Tom Rosenberg
8870,48171.0,en,vatican,violinist,hospital,Andrew Laws,L?r?nt J?vor,Alex Heffes,NA,Robert Bernacchi,Merideth Finn,Beau Flynn
8871,43920.0,en,juvenile prison,sodomy,incest overtones,Alan MacLeod,NA,Balmorhea,K'Naan,Georges Bermann,Sara Kay,Jenny Lewis
8872,56590.0,en,dc comics,superman,superhero,Jeff Johnson,NA,NA,NA,NA,NA,NA
8873,72852.0,fr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8874,50217.0,en,cooking,bankrupt,sacrifice,NA,NA,NA,NA,NA,NA,NA
8875,48138.0,en,taxi,hotel,coma,Andreas Olshausen,Stephen Dobric,John Ottman,Alexander Rudd,Leonard Goldberg,Andrew Rona,Joel Silver
8876,48340.0,en,cave,water,adventure,Jenny O'Connell,Nicholas McCallum,David Hirschfelder,NA,Michael Finley,Andrew Wight,Greg Apps
8877,52067.0,en,hotel,infidelity,one-night stand,NA,NA,NA,NA,NA,NA,NA
8878,45772.0,en,hotel,infidelity,one-night stand,NA,NA,NA,NA,NA,NA,NA
8879,11788.0,en,hotel,infidelity,one-night stand,NA,NA,NA,NA,NA,NA,NA
8880,50204.0,en,black humor,cruelty,anti villain,Simon Elliott,Nick Dent,Joby Talbot,NA,Alexandra Ferguson,Barnaby Thompson,James Atherton
8881,18438.0,ko,suicide attempt,isolation,loneliness,NA,NA,NA,NA,NA,NA,NA
8882,30432.0,en,paris,resistance,world war ii,Michel Vandestien,Claire Vaysse,Alexandre Desplat,Bridget O'Driscoll,Dominique Barneaud,Malek Hamzaoui,NA
8883,43552.0,en,light,darkness,number in title,Scott G. Anderson,Selina van den Brink,Liz Gallacher,Greg Vines,Mark Gerrard,Norton Herrick,Celine Rattray
8884,39513.0,en,area 51,san diego california,alien space craft,Jefferson Sage,Carla Curry,Nick Angel,Peter F. Kurland,Nira Park,Tim Bevan,Eric Fellner
8885,15576.0,fr,NA,NA,NA,Fran?oise Beno?t-Fresco,NA,Matthieu Chabrol,NA,Patrick Godeau,Fran?oise Galfr?,Jean Louis Nieuwbourg
8886,51971.0,fr,homosexuality,NA,NA,NA,NA,NA,NA,NA,NA,NA
8887,20993.0,en,NA,NA,NA,NA,NA,NA,NA,Sergey Selyanov,NA,NA
8888,14525.0,ja,japan,walking,yakuza,NA,NA,Osamu Sakaguchi,NA,NA,NA,NA
8889,4704.0,en,gambling,singer,NA,NA,NA,NA,NA,NA,NA,NA
8890,42171.0,en,muslim,culture clash,satire,NA,NA,NA,NA,NA,NA,NA
8891,35001.0,en,sioux tribe,NA,NA,Albert S. D'Agostino,Jack Okey,Victor Young,Terry Kellum,Samuel Fuller,Walter Daniels,Gene Bryant
8892,47327.0,en,bone,car explosion,premarital sex,Nathan Amondson,Zach Bangma,Michael Wandmacher,Marshall Winn,Ren? Besson,Ed Cathell III,Boaz Davidson
8893,44896.0,en,bone,car explosion,premarital sex,Nathan Amondson,Zach Bangma,Michael Wandmacher,Marshall Winn,Ren? Besson,Ed Cathell III,Boaz Davidson
8894,50725.0,en,bone,car explosion,premarital sex,Nathan Amondson,Zach Bangma,Michael Wandmacher,Marshall Winn,Ren? Besson,Ed Cathell III,Boaz Davidson
8895,38050.0,en,hotel,dancer,hat,Stephen H. Carter,Susan Bode,Thomas Newman,Robert Hein,Bill Carraro,Michael Hackett,Chris Moore
8896,113885.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8897,91459.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8898,47218.0,en,young boy,indie,NA,Jade Healy,Chris Trujillo,NA,NA,Jessica Kelly,Suzanne Smith,Jesse Hara
8899,34944.0,en,spy,turkey,NA,NA,NA,Friedrich Hollaender,NA,Jerry Wald,Jack Warner,NA
8900,56811.0,en,missing,staten island new york city,woman director,NA,NA,NA,NA,NA,NA,NA
8901,27582.0,en,poison,chicago,prostitute,Leonard R. Spears,Richard Lassalle,Mark Isham,Selena Arizanovic,Ren? Besson,William Chartoff,David Winkler
8902,48988.0,en,wife husband relationship,daydream,marriage,Arlan Jay Vetter,Dan Morski,Tom Wolfe,Manish Raval,Rick Montgomery,Bobby Farrelly,Peter Farrelly
8903,49494.0,en,roman empire,slavery,ancient rome,Michael Carlin,Peter Francis,Atli ?rvarsson,Gillian Dodders,Duncan Kenworthy,Des Hamilton,Jina Jay
8904,46529.0,en,secret identity,aliens,teenage boy,Tom Southwell,NA,Trevor Rabin,NA,Michael Bay,Emily Berger,James M. Freitag
8905,44943.0,en,saving the world,marine corps,chaos,Peter Wenham,Andrew Neskoromny,Brian Tyler,Jon Johnson,Jeffrey Chernov,Neal H. Moritz,Ori Marmur
8906,28874.0,ja,artificial intelligence,card game,hacker,Youji Takeshige,NA,Akihiko Matsumoto,NA,Nozomu Takahashi,Takuya Ito,Takashi Watanabe
8907,54793.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8908,57703.0,ja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8909,56831.0,ja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8910,50321.0,en,boy,aliens,rescue,NA,NA,NA,NA,NA,NA,NA
8911,22620.0,en,mystery,spirit,dog,NA,NA,NA,NA,NA,NA,NA
8912,42819.0,en,NA,NA,NA,NA,NA,NA,NA,Pierre Proner,Paul Bradley,NA
8913,45022.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8914,13957.0,en,nudity,bomber,airplane,NA,NA,NA,NA,NA,NA,NA
8915,47931.0,pt,drug traffic,penitentiary,police,Tiago Marques Teixeira,Odair Zani,Pedro Bromfman,Roger Hands,Jos? Padilha,Marcos Prado,Cindy Duarte
8916,15362.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8917,50546.0,en,beach,fictitious marriage,blackmail,Perry Andelin Blake,Claire Kaufman,Rupert Gregson-Williams,Brooks Arthur,Roger Mussenden,Jeremy Rich,Adam Sandler
8918,51447.0,fr,congress,feminism,business man,NA,NA,NA,NA,NA,NA,NA
8919,59490.0,en,secret,cave,cave painting,NA,NA,Ernst Reijseger,NA,Erik Nelson,Adrienne Ciuffo,Dave Harding
8920,49730.0,en,winter,fantasy,fairy tale,Thomas E. Sanders,Shane Vieau,Brian Reitzell,Alex Heffes,Leonardo DiCaprio,Jennifer Davisson Killoran,Julie Yorn
8921,38322.0,en,undercover,fbi,sequel,NA,NA,NA,NA,NA,NA,NA
8922,45132.0,en,bomb,gun,drug dealer,William A. Elliott,Kristin Bicksler,Tyler Bates,Gary Coppola,Rainn Wilson,Matthew Leutwyler,Ted Hope
8923,46146.0,nb,bomb,gun,drug dealer,William A. Elliott,Kristin Bicksler,Tyler Bates,Gary Coppola,Rainn Wilson,Matthew Leutwyler,Ted Hope
8924,45612.0,nb,bomb,gun,drug dealer,William A. Elliott,Kristin Bicksler,Tyler Bates,Gary Coppola,Rainn Wilson,Matthew Leutwyler,Ted Hope
8925,38684.0,en,smoking,man-woman-relation,painting,NA,NA,Dario Marianelli,NA,NA,NA,NA
8926,23629.0,en,brothel,fantasy,asylum,Jim Erickson,Rick Carter,Lee Gilmore,Paul Pirola,Deborah Snyder,Zack Snyder,Michelle Allen
8927,40856.0,en,indie,NA,NA,NA,NA,NA,NA,NA,NA,NA
8928,46458.0,en,woman director,NA,NA,NA,NA,NA,NA,NA,NA,NA
8929,76875.0,fr,games,mind game,NA,NA,NA,NA,NA,NA,NA,NA
8930,13413.0,en,space,robot,pixar animated short,NA,NA,NA,NA,NA,NA,NA
8931,43418.0,en,NA,NA,NA,Clayton Jauncey,Sam Hobbs,Alicia Slusarski,Bruce Emery,Bill Leimbach,David Roach,Jeremy Sims
8932,41616.0,en,NA,NA,NA,Anthony R. Stabley,NA,Jeff Danna,NA,David Allen Cluck,Adam Kane,Will Tiao
8933,58496.0,en,brazilian,career,legend,NA,NA,Antonio Pinto,NA,James Gay-Rees,Tim Bevan,Eric Fellner
8934,110639.0,en,brazilian,career,legend,NA,NA,Antonio Pinto,NA,James Gay-Rees,Tim Bevan,Eric Fellner
8935,49018.0,en,medium,evil spirit,house warming,NA,NA,Joseph Bishara,NA,Jason Blumenthal,Oren Peli,Steven Schneider
8936,57120.0,en,gold,oregon,thirst,David Doernberg,Kat Uhlmansiek,Jeff Grace,Lara Dale,Simon Max Hill,Elizabeth Cuthrell,Neil Kopp
8937,49010.0,en,female nudity,prostitute,shotgun,NA,NA,Adam Burke,Darius Holbert,Rob Cotterill,Niv Fichman,Paul Gross
8938,55725.0,en,sport,coach,lawyer,NA,NA,NA,NA,NA,NA,NA
8939,48650.0,en,sport,coach,lawyer,NA,NA,NA,NA,NA,NA,NA
8940,90406.0,sv,based on novel,NA,NA,NA,NA,NA,NA,NA,NA,NA
8941,39356.0,en,new zealand,maori,farm,NA,NA,NA,NA,NA,NA,NA
8942,60307.0,en,based on novel,character name in title,middle school,NA,NA,NA,NA,NA,NA,NA
8943,53172.0,en,vomit,food poisoning,apostrophe in title,NA,NA,NA,NA,Lisa Wilson,NA,NA
8944,50359.0,en,coup d'etat,slacker,easter,NA,NA,Christopher Lennertz,NA,John Cohen,NA,NA
8945,63555.0,en,unsimulated sex,crying,brutality,NA,NA,NA,NA,NA,NA,NA
8946,58857.0,ja,japan,suicide,samurai,NA,NA,NA,NA,Minami Ichikawa,Toichiro Shiraishi,NA
8947,50456.0,en,assassin,self sacrifice,strip club,Sarah Greenwood,Katie Spencer,The Chemical Brothers,NA,Barbara A. Hall,Jina Jay,Marty Adelstein
8948,36331.0,en,poker,gambling,con man,NA,NA,Franz Waxman,NA,Hal B. Wallis,NA,NA
8949,46523.0,nl,NA,NA,NA,NA,NA,Flip van der Kuil,Paul Elstak,Hans de Weers,Reinout Oerlemans,NA
8950,29920.0,sv,consignment,NA,NA,Roger Rosenberg,Erik Lundberg,Jon Ekstrand,Linus Gidstedt,Jeanette Klintberg,Fredrik Wikstr?m,Jonas Ohlsson
8951,46105.0,en,comic,archive footage,stand up,NA,NA,NA,NA,NA,NA,NA
8952,49012.0,en,nanny,remake,character name in title,NA,NA,NA,NA,NA,NA,NA
8953,41446.0,en,nanny,remake,character name in title,NA,NA,NA,NA,NA,NA,NA
8954,46195.0,en,nanny,remake,character name in title,NA,NA,NA,NA,NA,NA,NA
8955,57695.0,fr,mask,passion,forbidden love,Guy-Claude Fran?ois,NA,Philippe Sarde,NA,Laurent Brochand,Eric Heumann,Fr?d?ric Bourboulon
8956,62215.0,en,wedding reception,power outage,destruction of planet,NA,NA,NA,NA,NA,NA,NA
8957,10195.0,en,new mexico,banishment,shield,Bo Welch,Maya Shimoguchi,Patrick Doyle,Patrick Jonsson,Sarah Finn,Randi Hiller,Louis D'Esposito
8958,45523.0,en,stand-up,stand up,stand up comedy,NA,NA,NA,NA,NA,NA,NA
8959,30969.0,en,stand-up,stand up comedy,NA,NA,NA,NA,NA,NA,NA,NA
8960,99920.0,en,nazi spy,NA,NA,Carl Jules Weyl,NA,NA,NA,NA,NA,NA
8961,76714.0,en,budapest,hungary,cold war,NA,NA,Georges Auric,NA,Anatole Litvak,NA,NA
8962,24447.0,en,stand-up,live comedy,stand up,NA,NA,NA,NA,NA,NA,NA
8963,50671.0,en,landlord,panties,undressing,J. Dennis Washington,Guy Barnes,John Ottman,NA,Tobin Armbrust,Cary Brokaw,Guy East
8964,29745.0,en,bootlegger,gangster,NA,NA,NA,NA,NA,E. Lloyd Sheldon,NA,NA
8965,47904.0,en,police brutality,pimp,uniform,NA,NA,NA,NA,NA,NA,NA
8966,202241.0,en,infidelity,business woman,from rags to riches,Mark Friedberg,NA,Carter Burwell,Randall Poster,Laura Rosenthal,Pamela Koffler,Christine Vachon
8967,167966.0,en,NA,NA,NA,NA,NA,Nathan Wang,NA,NA,NA,NA
8968,55787.0,en,NA,NA,NA,NA,NA,Nathan Wang,NA,NA,NA,NA
8969,61488.0,en,NA,NA,NA,NA,NA,Nathan Wang,NA,NA,NA,NA
8970,35619.0,en,multinational,NA,NA,NA,NA,NA,NA,NA,NA,NA
8971,52032.0,en,human being-animal relationship,dog,german shepherd,NA,NA,John Avarese,NA,NA,NA,NA
8972,44555.0,zh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8973,51209.0,en,mafia,car explosion,reference to richard nixon,Patrizia von Brandenstein,Joan MacFarlane,John Bissell,Patrick Cassidy,Al Corley,Bart Rosenblatt,Eugene Musso
8974,14252.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8975,55934.0,en,NA,NA,NA,NA,NA,Keegan DeWitt,NA,NA,NA,NA
8976,51497.0,en,brazil,fbi,death of a friend,Peter Wenham,Beat Frutiger,Brian Tyler,Chris Jargo,Vin Diesel,Michael Fottrell,Neal H. Moritz
8977,80639.0,en,prejudice,teacher,media frenzy,Robert M. Haas,NA,Adolph Deutsch,NA,Jack Warner,NA,NA
8978,42521.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8979,50272.0,es,murder,family relationships,NA,Alejandro Garci?a,NA,Alejandro Garci?a,Enrico Chapela,NA,NA,NA
8980,54524.0,de,robbery,marathon,two word title,NA,NA,NA,NA,NA,NA,NA
8981,46738.0,fr,prison,middle east,rape,Andr?-Line Beauparlant,Rana Abboot,Gr?goire Hetzel,Sylvain Bellemare,Gilles Sacuto,Anthony Doncque,Kim McCraw
8982,43959.0,en,competition,shark attack,surfing,NA,NA,NA,NA,NA,NA,NA
8983,49022.0,en,competition,shark attack,surfing,NA,NA,NA,NA,NA,NA,NA
8984,55721.0,en,competition,shark attack,surfing,NA,NA,NA,NA,NA,NA,NA
8985,38321.0,en,crucifixion,post-apocalypse,dystopia,NA,NA,Christopher Young,NA,Josh Bratman,Michael De Luca,Joshua Donen
8986,50780.0,en,puppet,woman director,NA,Mark Friedberg,Alex DiGerlando,Marcelo Zarvos,NA,Keith Redmon,Steve Golin,Ann Ruark
8987,92667.0,en,gunfire,union,force,NA,NA,Bernhard Kaun,NA,Hal B. Wallis,Jack Warner,NA
8988,39410.0,ja,journalist,based on novel,monster,Teruaki Abe,Takeo Kita,Y?ji Koseki,NA,Tomoyuki Tanaka,Shin Morita,NA
8989,1865.0,en,sea,captain,mutiny,John Myhre,Gordon Sim,Hans Zimmer,Paul Massey,Jerry Bruckheimer,Chad Oman,Mike Stenson
8990,59436.0,en,paris,painter,detective,Anne Seibel,Jean-Yves Rabier,Jean-Marie Blondel,Rachel Chancey,St?phane Foenkinos,Patricia Kerrigan DiCerto,Juliet Taylor
8991,63831.0,it,pardon,NA,NA,NA,NA,NA,NA,Jean-Pierre Dardenne,Luc Dardenne,Denis Freyd
8992,51608.0,ko,child labour,martial arts,assassin,NA,NA,Hyun-jung Shim,NA,Tae-hun Lee,Katharine Kim,NA
8993,50078.0,en,jewel heist,NA,NA,Robert M. Haas,NA,Bernhard Kaun,NA,NA,NA,NA
8994,8967.0,en,red hair,sun,telegram,Jeanette Scott,Jack Fisk,Roanna Gillespie,Alexandre Desplat,Dede Gardner,Donald Rosenfeld,Brad Pitt
8995,45243.0,en,sun glasses,interpol,undercover cop,NA,NA,NA,NA,Steve Bing,NA,NA
8996,110628.0,en,blind date,awol,NA,Richard Day,Joseph C. Wright,Alfred Newman,NA,Darryl F. Zanuck,NA,NA
8997,56271.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8998,5937.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8999,43692.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,57276.0,en,one word title,choreographer,choreography,NA,NA,NA,NA,NA,NA,NA
9001,49950.0,en,jealousy,roommate,obsession,Jon Gary Steele,NA,John Frizzell,NA,Doug Davison,Richard Robertson,Irene Yeung
9002,42506.0,en,housemaid,NA,NA,NA,NA,Sang-gi Han,NA,NA,NA,NA
9003,44945.0,en,rape,obsession,lie,Michael Shaw,Kerry Sanders,David Obermeyer,Nathan Larson,Tom Hodges,Ed Cathell III,Dana Golomb
9004,44221.0,en,sex,love at first sight,sex addiction,NA,NA,NA,NA,NA,NA,NA
9005,60164.0,en,telepathy,NA,NA,NA,NA,Andrew Gross,NA,Chris Romano,Felicia Fasano,NA
9006,38850.0,en,loss of child,grieving widower,NA,NA,NA,NA,NA,NA,NA,NA
9007,140995.0,en,montana,pharmacist,miscarriage,Carl Jules Weyl,NA,Max Steiner,C.A. Riggs,Anatole Litvak,Anatole Litvak,Hal B. Wallis
9008,42571.0,it,suicide,sex,hotel,NA,NA,NA,NA,NA,NA,NA
9009,59678.0,en,street gang,fireworks,chase,Marcus Rowland,Dick Lunn,Steven Price,NA,Nina Gold,James Wilson,Nira Park
9010,51533.0,zh,satire,bandit,bandit gang,Yi Guang Gao,Eddie Wong,Joe Hisaishi,Nan Shu,Jiang Wen,Albert Lee,Barbie Tung
9011,37665.0,en,roommate,funeral,engagement,NA,NA,NA,NA,Hal Schwartz,Bill Shraga,Lennox Wiseley
9012,49444.0,en,martial arts,hope,fleet,NA,NA,NA,NA,Suzanne Buirgy,NA,NA
9013,49538.0,en,martial arts,hope,fleet,NA,NA,NA,NA,Suzanne Buirgy,NA,NA
9014,49020.0,en,martial arts,hope,fleet,NA,NA,NA,NA,Suzanne Buirgy,NA,NA
9015,104439.0,en,NA,NA,NA,Park French,William Cameron Menzies,NA,NA,Samuel Goldwyn,NA,NA
9016,52505.0,en,based on novel,NA,NA,NA,NA,NA,NA,Marc Platt,NA,NA
9017,45658.0,en,alcohol,arizona,beer,Kara Lindstrom,NA,David Torn,NA,Joanna Colbert,Rich Mento,NA
9018,41827.0,en,texas,beer,terminal illness,NA,NA,NA,NA,NA,NA,NA
9019,55347.0,en,gay,loss of mother,secret,Shane Valentino,NA,Robin Urdang,Brian Reitzell,Leslie Urdang,Dean Vanech,Miranda de Pencier
9020,37686.0,en,secret,train crash,pistol,Martin Whist,David Scott,Michael Giacchino,NA,Patti Carns Kalles,April Webster,Alyssa Weisberg
9021,41382.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9022,58446.0,en,high school,serial killer,stoner,NA,NA,NA,NA,NA,NA,NA
9023,44912.0,en,dc comics,transformation,superhero,Grant Major,Fran?ois Audouy,James Newton Howard,Heidi Brook Myers,Greg Berlanti,Donald De Line,Herb Gains
9024,64566.0,en,woman director,NA,NA,Patti Podesta,Meg Everist,Rolfe Kent,NA,Karyn McCarthy,Gavin Polone,Zanne Devine
9025,50069.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9026,58224.0,en,taxi,restaurant,zoo,NA,NA,NA,NA,NA,NA,NA
9027,52449.0,en,classroom,teacher,school,Jefferson Sage,Andrew Max Cahn,Brendan Beebe,Michael Andrews,David B. Householter,Jimmy Miller,Amy McIntyre Britt
9028,38356.0,en,classroom,teacher,school,Jefferson Sage,Andrew Max Cahn,Brendan Beebe,Michael Andrews,David B. Householter,Jimmy Miller,Amy McIntyre Britt
9029,59861.0,en,classroom,teacher,school,Jefferson Sage,Andrew Max Cahn,Brendan Beebe,Michael Andrews,David B. Householter,Jimmy Miller,Amy McIntyre Britt
9030,38319.0,en,kidnapper,traitor,virgin,NA,NA,NA,NA,Andrew Z. Davis,Mark Huffam,Scott Stuber
9031,291164.0,en,NA,NA,NA,Andras Kanegson,Catherine de Haan,Douglas J. Cuomo,NA,Bob Gosse,Larry Meistrich,Lina Todd
9032,175035.0,en,widow,writer,publisher,Cedric Gibbons,NA,Douglas Shearer,NA,NA,NA,NA
9033,65034.0,en,wall street,finances,financial crisis,NA,NA,NA,NA,NA,NA,NA
9034,22907.0,en,heist,NA,NA,NA,NA,NA,NA,Chris Brown,Gabriel Casseus,Morris Chestnut
9035,38317.0,en,babe scientist,talking animal,interracial kiss,NA,NA,NA,NA,NA,NA,NA
9036,51540.0,en,conspiracy of murder,bad boss,employee,Shepherd Frankel,Jay Pelissier,Christopher Lennertz,NA,Brett Ratner,Jay Stern,Lisa Beach
9037,49013.0,en,car race,pixar animated,sequel,Bert Berry,Harley Jessup,Michael Giacchino,Tom Myers,Denise Ream,Natalie Lyon,Kevin Reher
9038,66113.0,en,babysitter,australian,woman director,Jenny O'Connell,Peta Lawson,Catriona Hughes,NA,Tony Cavanaugh,Catriona Hughes,Susie Maizels
9039,45657.0,en,nurse,mental disease,orderly,Paul Peters,Vincent DeFelice,Mark Kilian,NA,Peter Block,Doug Mankoff,Mike Marcus
9040,63144.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9041,45014.0,en,NA,NA,NA,NA,NA,NA,NA,Donald Rosenfeld,Mary Bing,NA
9042,20055.0,en,revelation,murder,kidnapping,NA,NA,NA,NA,NA,NA,NA
9043,61537.0,en,revelation,murder,kidnapping,NA,NA,NA,NA,NA,NA,NA
9044,1482.0,en,revelation,murder,kidnapping,NA,NA,NA,NA,NA,NA,NA
9045,35954.0,en,post world war ii,film noir,NA,Carroll Clark,Albert S. D'Agostino,Roy Webb,NA,Adrian Scott,NA,NA
9046,64780.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9047,66195.0,en,swimming pool,tea kettle,conga line,NA,NA,NA,NA,NA,NA,NA
9048,12445.0,en,self sacrifice,magic,frog,Stuart Craig,NA,Alexandre Desplat,NA,David Barron,Fiona Weir,NA
9049,65058.0,en,comedian,humor,behind the scenes,NA,NA,NA,NA,NA,NA,NA
9050,64690.0,en,drowning,stuntman,extreme violence,Beth Mickle,Christopher Tandon,Catherine Harper,Christopher Moriana,Michel Litvak,John Palermo,Marc Platt
9051,53404.0,en,ambition,innocence,lawyer,NA,NA,NA,NA,NA,NA,NA
9052,1771.0,en,new york,usa,world war ii,Rick Heinrichs,Dean Clegg,Alan Silvestri,Howell Gibbens,Kevin Feige,Victoria Alonso,Mitchell Bell
9053,50646.0,en,soulmates,womanizer,law school,William Arnold,David Smith,Christophe Beck,Nick Urata,Steve Carell,Denise Di Novi,Vance DeGeneres
9054,51828.0,en,based on novel,comedian,job,NA,NA,NA,NA,NA,NA,NA
